SHIPMENT_ID,PO_NUMBER,ORIGIN_PORT,DESTINATION,CARRIER_SCAC,TRANSPORT_MODE,SHIP_DATE,ETA_DATE,ACTUAL_ARRIVAL_DATE,CONTAINER_NUMBER,GROSS_WEIGHT,WEIGHT_UOM,FREIGHT_COST,FREIGHT_CURRENCY,INCOTERMS,SHIPMENT_STATUS,HS_CODE
SHP-210654,4500087901,CNXMN,MER-DC-NL-01,ONEY,OCEAN,22-JAN-25,18-FEB-25,N/A,ONEU1120990,940 kg,KG,"10,200.00",CNY,FOB,CUSTOMS_HOLD,847330
SHP-210655,4500087972,TWTPE,MER-DC-GB-01,ONEY,OCEAN,26-JAN-25,23-FEB-25,27-FEB-25,ONEU1120990,"32,143 lb",LB,"5,900.00",CNY,FCA,DELIVERED,852990
SHP-210656,4500088040,CNSHA,MER-3PL-MY-03,CMDU,OCEAN,30-JAN-25,28-FEB-25,05-MAR-25,MSKU1121363,"2,810 kg",KG,"15,600.00",USD,EXW,DELIVERED,392690
SHP-210657,4500900657,CNYTN,MER-DC-US-05,FDXG,AIR,03-FEB-25,08-FEB-25,N/A,MSKU1121363,"10,680 kg",KG,"10,500.00",USD,CIF,IN_TRANSIT,850760
SHP-210658,,TWKHH,MER-DC-CN-02,EGLV,TRUCK,07-FEB-25,13-FEB-25,N/A,MAEU1121730,"13,120 kg",KG,"1,400.00",USD,DDP,IN_TRANSIT,853400
SHP-210659,,VNSGN,MER-3PL-US-01,MAEU,RAIL,11-FEB-25,18-FEB-25,N/A,MAEU1121730,"36,817 lb",LB,"10,100.00",CNY,DAP,EXCEPTION,853400
SHP-210660,4500088300,KRPUS,MER-DC-US-03,ONEY,OCEAN,15-FEB-25,14-MAR-25,14-MAR-25,EGHU1122109,"11,290 kg",KG,"19,800.00",USD,FCA,DELIVERED,852990
SHP-210661,4500088367,JPNGO,MER-DC-DE-01,FDXG,OCEAN,19-FEB-25,19-MAR-25,20-MAR-25,EGHU1122109,"2,140 kg",KG,"8,500.00",EUR,FCA,DELIVERED,850760
SHP-210662,4500088436,CNXMN,MER-DC-MX-01,CMDU,OCEAN,23-FEB-25,24-MAR-25,26-MAR-25,ONEU1122479,"2,204 lb",LB,"23,600.00",CNY,EXW,DELIVERED,850760
SHP-210663,4500088507,TWTPE,MER-DC-NL-01,CMDU,AIR,27-FEB-25,04-MAR-25,07-MAR-25,ONEU1122479,"15,250 kg",KG,"18,800.00",CNY,CIF,DELIVERED,853400
SHP-210664,4500088566,CNSHA,MER-DC-US-06,HLCU,TRUCK,03-MAR-25,09-MAR-25,13-MAR-25,MSKU1122842,"37,324 lb",LB,"10,400.00",USD,DDP,DELIVERED,852990
SHP-210665,4500088627,CNYTN,MER-DC-JP-01,ONEY,RAIL,07-MAR-25,14-MAR-25,19-MAR-25,MSKU1122842,"13,070 kg",KG,"19,500.00",USD,DAP,DELIVERED,847330
SHP-210666,4500088691,TWKHH,MER-3PL-PL-02,FDXG,OCEAN,10-AUG-24,06-SEP-24,03-SEP-24,MAEU1123218,"2,830 kg",KG,"12,300.00",EUR,FOB,DELIVERED,850760
SHP-210667,,VNSGN,MER-DC-US-04,EGLV,OCEAN,15-MAR-25,12-APR-25,N/A,MAEU1123218,"17,920 kg",KG,"8,900.00",USD,FCA,IN_TRANSIT,853400
SHP-210668,,KRPUS,Shanghai DC,MAEU,OCEAN,19-MAR-25,17-APR-25,N/A,EGHU1123580,"35,781 lb",LB,"2,200.00",EUR,EXW,IN_TRANSIT,851770
SHP-210669,,JPNGO,MER-DC-SG-01,CMDU,AIR,23-MAR-25,28-MAR-25,N/A,EGHU1123580,540 kg,KG,"5,200.00",USD,CIF,EXCEPTION,392690
SHP-210670,4500088937,CNXMN,MER-DC-US-02,CMDU,TRUCK,27-MAR-25,02-APR-25,03-APR-25,ONEU1123958,"13,740 kg",KG,"23,200.00",USD,DDP,DELIVERED,847330
SHP-210671,4500089010,TWTPE,MER-DC-NL-01,EGLV,RAIL,31-MAR-25,07-APR-25,09-APR-25,ONEU1123958,"24,471 lb",LB,"17,800.00",USD,DAP,DELIVERED,850760
SHP-210672,4500089082,CNSHA,MER-DC-GB-01,HLCU,OCEAN,04-APR-25,01-MAY-25,04-MAY-25,MSKU1124320,"13,170 kg",KG,"20,700.00",USD,FOB,DELIVERED,852990
SHP-210673,4500089142,CNYTN,MER-3PL-MY-03,ONEY,OCEAN,08-APR-25,06-MAY-25,10-MAY-25,MSKU1124320,"13,029 lb",LB,"21,200.00",USD,FCA,DELIVERED,847330
SHP-210674,4500089199,TWKHH,MER-DC-US-05,CMDU,OCEAN,12-APR-25,11-MAY-25,16-MAY-25,MAEU1124699,"14,620 kg",KG,"15,000.00",USD,EXW,DELIVERED,851770
SHP-210675,4500089254,VNSGN,MER-DC-CN-02,EGLV,AIR,16-APR-25,21-APR-25,18-APR-25,MAEU1124699,"18,660 kg",KG,"17,000.00",USD,CIF,DELIVERED,852990
SHP-210676,4500089320,KRPUS,MER-3PL-US-01,EGLV,TRUCK,20-APR-25,26-APR-25,24-APR-25,EGHU1125068,"10,400 kg",KG,"10,700.00",USD,DDP,DELIVERED,850760
SHP-210677,,JPNGO,MER-DC-US-03,MAEU,RAIL,24-APR-25,01-MAY-25,N/A,EGHU1125068,"14,440 lb",LB,"6,000.00",EUR,DAP,IN_TRANSIT,850760
SHP-210678,,CNXMN,MER-DC-DE-01,CMDU,OCEAN,28-APR-25,25-MAY-25,N/A,ONEU1125436,"16,790 kg",KG,"19,700.00",USD,FOB,IN_TRANSIT,392690
SHP-210679,,TWTPE,MER-DC-MX-01,EGLV,OCEAN,02-MAY-25,30-MAY-25,N/A,ONEU1125436,"17,560 kg",KG,"11,300.00",CNY,FCA,EXCEPTION,850760
SHP-210680,4500089592,CNSHA,MER-DC-NL-01,HLCU,OCEAN,06-MAY-25,04-JUN-25,06-JUN-25,MSKU1125800,"14,616 lb",LB,"18,000.00",USD,CIF,DELIVERED,392690
SHP-210681,4500089657,CNYTN,MER-DC-US-06,MAEU,AIR,10-MAY-25,15-MAY-25,18-MAY-25,MSKU1125800,"9,850 kg",KG,"13,100.00",EUR,CIF,DELIVERED,850760
SHP-210682,4500089718,TWKHH,MER-DC-JP-01,EGLV,TRUCK,14-MAY-25,20-MAY-25,24-MAY-25,MAEU1126177,"41,336 lb",LB,"16,600.00",CNY,DDP,DELIVERED,852990
SHP-210683,4500089771,VNSGN,MER-3PL-PL-02,MAEU,RAIL,18-MAY-25,25-MAY-25,30-MAY-25,MAEU1126177,"7,200 kg",KG,"17,100.00",USD,DAP,DELIVERED,850760
SHP-210684,4500089832,KRPUS,MER-DC-US-04,MAEU,OCEAN,22-MAY-25,18-JUN-25,15-JUN-25,EGHU1126547,"15,160 kg",KG,"15,800.00",USD,FOB,DELIVERED,851770
SHP-210685,4500089907,JPNGO,MER-DC-CN-01,MAEU,OCEAN,26-MAY-25,23-JUN-25,N/A,EGHU1126547,"11,040 kg",KG,"19,300.00",USD,FCA,CUSTOMS_HOLD,850760
SHP-210686,4500089968,CNXMN,MER-DC-SG-01,CMDU,OCEAN,30-MAY-25,28-JUN-25,27-JUN-25,ONEU1126915,"30,115 lb",LB,"19,800.00",USD,EXW,DELIVERED,847330
SHP-210687,,TWTPE,MER-DC-US-02,EGLV,AIR,03-JUN-25,08-JUN-25,N/A,ONEU1126915,"8,950 kg",KG,"15,300.00",EUR,CIF,IN_TRANSIT,851770
SHP-210688,,CNSHA,MER-DC-NL-01,FDXG,TRUCK,07-JUN-25,13-JUN-25,N/A,MSKU1127280,"16,520 kg",KG,"23,300.00",USD,DDP,IN_TRANSIT,852990
SHP-210689,,CNYTN,MER-DC-GB-01,HLCU,RAIL,11-JUN-25,18-JUN-25,N/A,MSKU1127280,"1,212 lb",LB,"4,000.00",EUR,DAP,EXCEPTION,851770
SHP-210690,4500087251,TWKHH,MER-3PL-MY-03,FDXG,OCEAN,15-JUN-25,12-JUL-25,15-JUL-25,MAEU1127656,"16,120 kg",KG,"18,800.00",USD,FOB,DELIVERED,847330
SHP-210691,4500087318,VNSGN,MER-DC-US-05,CMDU,OCEAN,19-JUN-25,17-JUL-25,21-JUL-25,MAEU1127656,"26,080 lb",LB,"7,300.00",USD,FCA,DELIVERED,850760
SHP-210692,4500087384,KRPUS,MER-DC-CN-02,CMDU,OCEAN,23-JUN-25,22-JUL-25,27-JUL-25,EGHU1128025,"17,340 kg",KG,"16,000.00",EUR,EXW,DELIVERED,392690
SHP-210693,4500087447,JPNGO,MER-3PL-US-01,ONEY,AIR,27-JUN-25,02-JUL-25,29-JUN-25,EGHU1128025,"8,120 kg",KG,"22,600.00",EUR,CIF,DELIVERED,853400
SHP-210694,4500087512,CNXMN,MER-DC-US-03,HLCU,TRUCK,01-JUL-25,07-JUL-25,05-JUL-25,ONEU1128395,"17,640 kg",KG,"5,100.00",EUR,DDP,DELIVERED,847330
SHP-210695,4500087586,TWTPE,MER-DC-DE-01,EGLV,RAIL,05-JUL-25,12-JUL-25,11-JUL-25,ONEU1128395,"32,694 lb",LB,"3,900.00",USD,DAP,DELIVERED,392690
SHP-210696,4500087654,CNSHA,MER-DC-MX-01,HLCU,OCEAN,09-JUL-25,05-AUG-25,05-AUG-25,MSKU1128769,"6,720 kg",KG,"14,100.00",USD,FOB,DELIVERED,852990
SHP-210697,,CNYTN,MER-DC-NL-01,MAEU,OCEAN,13-JUL-25,10-AUG-25,N/A,MSKU1128769,"17,420 kg",KG,"14,400.00",EUR,FCA,IN_TRANSIT,850760
SHP-210698,,TWKHH,MER-DC-US-06,FDXG,OCEAN,17-JUL-25,15-AUG-25,N/A,MAEU1129134,"32,253 lb",LB,"5,600.00",EUR,EXW,IN_TRANSIT,392690
SHP-210699,,VNSGN,MER-DC-JP-01,MAEU,AIR,21-JUL-25,26-JUL-25,N/A,MAEU1129134,"10,640 kg",KG,"16,900.00",CNY,CIF,EXCEPTION,852990
SHP-210700,4500087913,KRPUS,MER-3PL-PL-02,HLCU,TRUCK,25-JUL-25,31-JUL-25,04-AUG-25,EGHU1129504,"16,270 lb",LB,"13,800.00",USD,DAP,DELIVERED,847330
SHP-210701,4500087983,JPNGO,MER-DC-US-04,MAEU,RAIL,29-JUL-25,05-AUG-25,10-AUG-25,EGHU1129504,"18,320 kg",KG,"19,200.00",EUR,DAP,DELIVERED,847330
SHP-210702,4500088053,CNXMN,MER-DC-CN-01,FDXG,OCEAN,02-AUG-25,29-AUG-25,26-AUG-25,ONEU1129874,"14,520 kg",KG,"10,900.00",EUR,FOB,DELIVERED,847330
SHP-210703,4500088106,TWTPE,MER-DC-SG-01,HLCU,OCEAN,10-DEC-24,07-JAN-25,05-JAN-25,ONEU1129874,"5,790 kg",KG,"3,800.00",USD,FCA,DELIVERED,847330
SHP-210704,4500088181,CNSHA,MER-DC-US-02,MAEU,OCEAN,10-AUG-25,08-SEP-25,07-SEP-25,MSKU1130241,"34,083 lb",LB,"10,900.00",USD,EXW,DELIVERED,850760
SHP-210705,4500088241,CNYTN,MER-DC-NL-01,MAEU,AIR,14-AUG-25,19-AUG-25,19-AUG-25,MSKU1130241,"14,060 kg",KG,"20,600.00",EUR,CIF,DELIVERED,392690
SHP-210706,4500088314,TWKHH,MER-DC-GB-01,CMDU,TRUCK,18-AUG-25,24-AUG-25,25-AUG-25,MAEU1130618,"2,790 kg",KG,"10,100.00",CNY,DDP,DELIVERED,852990
SHP-210707,4500900707,VNSGN,MER-3PL-MY-03,ONEY,RAIL,22-AUG-25,29-AUG-25,N/A,MAEU1130618,"18,959 lb",LB,"19,700.00",EUR,DAP,IN_TRANSIT,392690
SHP-210708,,KRPUS,MER-DC-US-05,FDXG,OCEAN,26-AUG-25,22-SEP-25,N/A,EGHU1130980,"9,670 kg",KG,"10,800.00",USD,FOB,IN_TRANSIT,847330
SHP-210709,,JPNGO,MER-DC-CN-02,HLCU,OCEAN,30-AUG-25,27-SEP-25,N/A,EGHU1130980,"40,829 lb",LB,"14,200.00",USD,FCA,EXCEPTION,852990
SHP-210710,4500088584,CNXMN,MER-3PL-US-01,FDXG,OCEAN,03-SEP-25,02-OCT-25,07-OCT-25,ONEU1131357,"8,790 kg",KG,"17,800.00",EUR,EXW,DELIVERED,850760
SHP-210711,4500088640,TWTPE,MER-DC-US-03,CMDU,AIR,07-SEP-25,12-SEP-25,09-SEP-25,ONEU1131357,"9,530 kg",KG,"19,300.00",CNY,CIF,DELIVERED,392690
SHP-210712,4500088703,CNSHA,Berlin DC Bldg A,CMDU,TRUCK,11-SEP-25,17-SEP-25,15-SEP-25,MSKU1131720,"10,990 kg",KG,"21,200.00",EUR,DDP,DELIVERED,850760
SHP-210713,4500088765,CNYTN,MER-DC-MX-01,EGLV,RAIL,15-SEP-25,22-SEP-25,21-SEP-25,MSKU1131720,"32,694 lb",LB,"18,300.00",USD,DAP,DELIVERED,851770
SHP-210714,4500088839,TWKHH,MER-DC-NL-01,ONEY,OCEAN,19-SEP-25,16-OCT-25,16-OCT-25,MAEU1132098,"18,470 kg",KG,"9,100.00",EUR,FOB,DELIVERED,847330
SHP-210715,4500088888,VNSGN,MER-DC-US-06,ONEY,OCEAN,23-SEP-25,21-OCT-25,22-OCT-25,MAEU1132098,"13,210 kg",KG,"17,800.00",USD,FCA,DELIVERED,853400
SHP-210716,4500088958,KRPUS,MER-DC-JP-01,FDXG,OCEAN,27-SEP-25,26-OCT-25,N/A,EGHU1132468,"12,279 lb",LB,"14,000.00",USD,EXW,CUSTOMS_HOLD,852990
SHP-210717,,JPNGO,MER-3PL-PL-02,ONEY,AIR,01-OCT-25,06-OCT-25,N/A,EGHU1132468,"17,390 kg",KG,"6,800.00",CNY,CIF,IN_TRANSIT,851770
SHP-210718,,CNXMN,MER-DC-US-04,MAEU,TRUCK,05-OCT-25,11-OCT-25,N/A,ONEU1132836,"34,987 lb",LB,"1,600.00",EUR,DDP,IN_TRANSIT,392690
SHP-210719,,TWTPE,MER-DC-CN-01,EGLV,RAIL,09-OCT-25,16-OCT-25,N/A,ONEU1132836,"1,630 kg",KG,"12,400.00",USD,DAP,EXCEPTION,851770
SHP-210720,4500089215,CNSHA,MER-DC-SG-01,HLCU,OCEAN,13-OCT-25,09-NOV-25,06-NOV-25,MSKU1133209,"7,560 kg",KG,"9,800.00",USD,FCA,DELIVERED,850760
SHP-210721,4500089267,CNYTN,MER-DC-US-02,CMDU,OCEAN,17-OCT-25,14-NOV-25,12-NOV-25,MSKU1133209,"14,260 kg",KG,"16,600.00",EUR,FCA,DELIVERED,852990
SHP-210722,4500089340,TWKHH,MER-DC-NL-01,FDXG,OCEAN,21-OCT-25,19-NOV-25,18-NOV-25,MAEU1133577,"17,592 lb",LB,"17,200.00",USD,EXW,DELIVERED,852990
SHP-210723,4500089406,VNSGN,MER-DC-GB-01,CMDU,AIR,25-OCT-25,30-OCT-25,30-OCT-25,MAEU1133577,"14,860 kg",KG,"9,500.00",USD,CIF,DELIVERED,847330
SHP-210724,4500089476,KRPUS,MER-3PL-MY-03,EGLV,TRUCK,29-OCT-25,04-NOV-25,05-NOV-25,EGHU1133947,"11,770 kg",KG,"16,900.00",USD,DDP,DELIVERED,392690
SHP-210725,4500089537,JPNGO,MER-DC-US-05,CMDU,RAIL,02-NOV-25,09-NOV-25,11-NOV-25,EGHU1133947,"12,103 lb",LB,"22,400.00",USD,DAP,DELIVERED,853400
SHP-210726,4500089605,CNXMN,MER-DC-CN-02,FDXG,OCEAN,06-NOV-25,03-DEC-25,06-DEC-25,ONEU1134314,"5,870 kg",KG,"4,600.00",EUR,FOB,DELIVERED,847330
SHP-210727,,TWTPE,MER-3PL-US-01,MAEU,OCEAN,10-NOV-25,08-DEC-25,N/A,ONEU1134314,"18,055 lb",LB,"14,400.00",USD,FCA,IN_TRANSIT,392690
SHP-210728,,CNSHA,MER-DC-US-03,FDXG,OCEAN,14-NOV-25,13-DEC-25,N/A,MSKU1134680,"13,900 kg",KG,"1,100.00",EUR,EXW,IN_TRANSIT,851770
SHP-210729,,CNYTN,MER-DC-DE-01,FDXG,AIR,18-NOV-25,23-NOV-25,N/A,MSKU1134680,"12,870 kg",KG,"11,900.00",CNY,CIF,EXCEPTION,847330
SHP-210730,4500089851,TWKHH,MER-DC-MX-01,MAEU,TRUCK,22-NOV-25,28-NOV-25,26-NOV-25,MAEU1135055,"7,930 kg",KG,"20,400.00",USD,DDP,DELIVERED,852990
SHP-210731,4500089923,VNSGN,MER-DC-NL-01,HLCU,RAIL,26-NOV-25,03-DEC-25,02-DEC-25,MAEU1135055,771 lb,LB,"10,400.00",EUR,DAP,DELIVERED,853400
SHP-210732,4500099902,KRPUS,MER-DC-US-06,HLCU,OCEAN,30-NOV-25,27-DEC-25,27-DEC-25,EGHU1135425,"3,120 kg",KG,"16,100.00",USD,FOB,DELIVERED,853400
SHP-210733,4500087052,JPNGO,MER-DC-JP-01,ONEY,OCEAN,04-DEC-25,01-JAN-26,02-JAN-26,EGHU1135425,"11,220 kg",KG,"1,200.00",USD,FCA,DELIVERED,851770
SHP-210734,4500087126,CNXMN,MER-3PL-PL-02,HLCU,OCEAN,08-DEC-25,06-JAN-26,08-JAN-26,ONEU1135795,"19,797 lb",LB,"8,300.00",USD,EXW,DELIVERED,852990
SHP-210735,4500087203,TWTPE,MER-DC-US-04,CMDU,AIR,12-DEC-25,17-DEC-25,20-DEC-25,ONEU1135795,"14,800 kg",KG,"3,900.00",CNY,CIF,DELIVERED,852990
SHP-210736,4500087270,CNSHA,Shanghai DC,CMDU,TRUCK,16-DEC-25,22-DEC-25,26-DEC-25,MSKU1136168,"33,179 lb",LB,"2,500.00",EUR,DDP,DELIVERED,850760
SHP-210737,,CNYTN,MER-DC-SG-01,FDXG,RAIL,20-DEC-25,27-DEC-25,N/A,MSKU1136168,"18,370 kg",KG,"18,900.00",EUR,DAP,IN_TRANSIT,852990
SHP-210738,,TWKHH,MER-DC-US-02,ONEY,OCEAN,24-DEC-25,20-JAN-26,N/A,MAEU1136534,"10,370 kg",KG,"3,500.00",CNY,FOB,IN_TRANSIT,847330
SHP-210739,,VNSGN,MER-DC-NL-01,ONEY,OCEAN,28-DEC-25,25-JAN-26,N/A,MAEU1136534,"17,500 kg",KG,"6,500.00",USD,FCA,EXCEPTION,847330
SHP-210740,4500087528,KRPUS,MER-DC-GB-01,MAEU,OCEAN,15-JUN-25,14-JUL-25,13-JUL-25,EGHU1136904,"1,984 lb",LB,"4,300.00",USD,CIF,DELIVERED,853400
SHP-210741,4500087595,JPNGO,MER-3PL-MY-03,EGLV,AIR,05-JAN-26,10-JAN-26,10-JAN-26,EGHU1136904,"9,490 kg",KG,"10,800.00",EUR,CIF,DELIVERED,847330
SHP-210742,4500087676,CNXMN,MER-DC-US-05,MAEU,TRUCK,09-JAN-26,15-JAN-26,16-JAN-26,ONEU1137273,520 kg,KG,"2,000.00",CNY,DDP,DELIVERED,851770
SHP-210743,4500087744,TWTPE,MER-DC-CN-02,MAEU,RAIL,13-JAN-26,20-JAN-26,22-JAN-26,ONEU1137273,"9,501 lb",LB,"18,200.00",EUR,DAP,DELIVERED,852990
SHP-210744,4500087787,CNSHA,MER-3PL-US-01,CMDU,OCEAN,17-JAN-26,13-FEB-26,16-FEB-26,MSKU1137647,"5,430 kg",KG,"19,900.00",EUR,FOB,DELIVERED,852990
SHP-210745,4500087858,CNYTN,MER-DC-US-03,MAEU,OCEAN,21-JAN-26,18-FEB-26,22-FEB-26,MSKU1137647,"5,467 lb",LB,"13,500.00",USD,FCA,DELIVERED,853400
SHP-210746,4500087932,TWKHH,MER-DC-DE-01,EGLV,OCEAN,25-JAN-26,23-FEB-26,28-FEB-26,MAEU1138012,"7,100 kg",KG,"14,100.00",USD,EXW,DELIVERED,851770
SHP-210747,,VNSGN,MER-DC-MX-01,ONEY,AIR,29-JAN-26,03-FEB-26,N/A,MAEU1138012,"9,430 kg",KG,"10,700.00",EUR,CIF,IN_TRANSIT,853400
SHP-210748,,KRPUS,MER-DC-NL-01,FDXG,TRUCK,02-FEB-26,08-FEB-26,N/A,EGHU1138384,"13,860 kg",KG,"2,000.00",USD,DDP,IN_TRANSIT,847330
SHP-210749,,JPNGO,MER-DC-US-06,CMDU,RAIL,06-FEB-26,13-FEB-26,N/A,EGHU1138384,"23,170 lb",LB,"11,900.00",USD,DAP,EXCEPTION,851770
SHP-210750,4500088190,CNXMN,MER-DC-JP-01,EGLV,OCEAN,10-FEB-26,09-MAR-26,09-MAR-26,ONEU1138752,"15,040 kg",KG,"6,900.00",EUR,FOB,DELIVERED,852990
SHP-210751,4500088261,TWTPE,MER-3PL-PL-02,ONEY,OCEAN,14-FEB-26,14-MAR-26,15-MAR-26,ONEU1138752,"15,610 kg",KG,"4,100.00",CNY,FCA,DELIVERED,852990
SHP-210752,4500088323,CNSHA,MER-DC-US-04,FDXG,OCEAN,18-FEB-26,19-MAR-26,21-MAR-26,MSKU1139125,"19,643 lb",LB,"7,600.00",USD,EXW,DELIVERED,850760
SHP-210753,4500088400,CNYTN,MER-DC-CN-01,FDXG,AIR,22-FEB-26,27-FEB-26,02-MAR-26,MSKU1139125,"18,670 kg",KG,"8,400.00",EUR,CIF,DELIVERED,852990
SHP-210754,4500088471,TWKHH,MER-DC-SG-01,MAEU,TRUCK,26-FEB-26,04-MAR-26,08-MAR-26,MAEU1139493,"34,811 lb",LB,"22,300.00",USD,DDP,DELIVERED,852990
SHP-210755,4500088539,VNSGN,MER-DC-US-02,CMDU,RAIL,02-MAR-26,09-MAR-26,14-MAR-26,MAEU1139493,"12,110 kg",KG,"19,000.00",USD,DAP,DELIVERED,852990
SHP-210756,4500088593,KRPUS,MER-DC-NL-01,EGLV,OCEAN,06-MAR-26,02-APR-26,30-MAR-26,EGHU1139863,"6,250 kg",KG,"11,500.00",CNY,FOB,DELIVERED,850760
SHP-210757,4500900757,JPNGO,MER-DC-GB-01,HLCU,OCEAN,10-MAR-26,07-APR-26,N/A,EGHU1139863,"9,560 kg",KG,"5,300.00",USD,FCA,IN_TRANSIT,851770
SHP-210758,,CNXMN,MER-3PL-MY-03,CMDU,OCEAN,14-MAR-26,12-APR-26,N/A,ONEU1140235,"3,637 lb",LB,"23,700.00",USD,EXW,IN_TRANSIT,847330
SHP-210759,,TWTPE,MER-DC-US-05,CMDU,AIR,18-MAR-26,23-MAR-26,N/A,ONEU1140235,"9,190 kg",KG,"14,100.00",USD,CIF,EXCEPTION,853400
SHP-210760,4500088850,CNSHA,MER-DC-CN-02,CMDU,TRUCK,22-MAR-26,28-MAR-26,29-MAR-26,MSKU1140609,"6,240 kg",KG,"11,000.00",USD,DAP,DELIVERED,850760
SHP-210761,4500088903,CNYTN,MER-3PL-US-01,ONEY,RAIL,26-MAR-26,02-APR-26,04-APR-26,MSKU1140609,"24,912 lb",LB,"8,500.00",CNY,DAP,DELIVERED,852990
SHP-210762,4500088973,TWKHH,MER-DC-US-03,FDXG,OCEAN,30-MAR-26,26-APR-26,29-APR-26,MAEU1140977,"12,760 kg",KG,"5,600.00",USD,FOB,DELIVERED,852990
SHP-210763,4500089042,VNSGN,MER-DC-DE-01,CMDU,OCEAN,03-APR-26,01-MAY-26,05-MAY-26,MAEU1140977,"37,610 lb",LB,"17,000.00",USD,FCA,DELIVERED,853400
SHP-210764,4500089108,KRPUS,MER-DC-MX-01,MAEU,OCEAN,07-APR-26,06-MAY-26,11-MAY-26,EGHU1141346,"18,300 kg",KG,"6,800.00",EUR,EXW,DELIVERED,850760
SHP-210765,4500089162,JPNGO,MER-DC-NL-01,CMDU,AIR,11-APR-26,16-APR-26,13-APR-26,EGHU1141346,960 kg,KG,"16,900.00",USD,CIF,DELIVERED,851770
SHP-210766,4500089229,CNXMN,MER-DC-US-06,MAEU,TRUCK,15-APR-26,21-APR-26,19-APR-26,ONEU1141714,"18,990 kg",KG,"12,900.00",USD,DDP,DELIVERED,853400
SHP-210767,,TWTPE,MER-DC-JP-01,MAEU,RAIL,19-APR-26,26-APR-26,N/A,ONEU1141714,"27,756 lb",LB,"18,300.00",CNY,DAP,IN_TRANSIT,851770
SHP-210768,,CNSHA,MER-3PL-PL-02,FDXG,OCEAN,23-APR-26,20-MAY-26,N/A,MSKU1142089,"3,210 kg",KG,"11,300.00",USD,FOB,IN_TRANSIT,850760
SHP-210769,,CNYTN,MER-DC-US-04,CMDU,OCEAN,27-APR-26,25-MAY-26,N/A,MSKU1142089,"19,300 kg",KG,"22,200.00",CNY,FCA,EXCEPTION,850760
SHP-210770,4500089492,TWKHH,MER-DC-CN-01,HLCU,OCEAN,01-MAY-26,30-MAY-26,01-JUN-26,MAEU1142455,"41,116 lb",LB,"12,300.00",USD,EXW,DELIVERED,853400
SHP-210771,4500089550,VNSGN,MER-DC-SG-01,HLCU,AIR,05-MAY-26,10-MAY-26,13-MAY-26,MAEU1142455,"4,870 kg",KG,"16,200.00",EUR,CIF,DELIVERED,847330
SHP-210772,4500089617,KRPUS,MER-DC-US-02,ONEY,TRUCK,09-MAY-26,15-MAY-26,19-MAY-26,EGHU1142825,"23,920 lb",LB,"10,700.00",USD,DDP,DELIVERED,392690
SHP-210773,4500089686,JPNGO,MER-DC-NL-01,ONEY,RAIL,13-MAY-26,20-MAY-26,25-MAY-26,EGHU1142825,"12,550 kg",KG,"5,300.00",CNY,DAP,DELIVERED,852990
SHP-210774,4500089744,CNXMN,MER-DC-GB-01,EGLV,OCEAN,17-MAY-26,13-JUN-26,10-JUN-26,ONEU1143194,"15,720 kg",KG,"7,500.00",EUR,FOB,DELIVERED,850760
SHP-210775,4500089807,TWTPE,MER-3PL-MY-03,EGLV,OCEAN,21-MAY-26,18-JUN-26,16-JUN-26,ONEU1143194,"14,610 kg",KG,"23,900.00",USD,FCA,DELIVERED,392690
SHP-210776,4500089866,CNSHA,MER-DC-US-05,EGLV,OCEAN,25-MAY-26,23-JUN-26,22-JUN-26,MSKU1143568,"30,798 lb",LB,"7,300.00",USD,EXW,DELIVERED,851770
SHP-210777,,CNYTN,MER-DC-CN-02,EGLV,AIR,15-OCT-25,20-OCT-25,N/A,MSKU1143568,"10,090 kg",KG,"9,100.00",USD,CIF,IN_TRANSIT,392690
SHP-210778,,TWKHH,MER-3PL-US-01,ONEY,TRUCK,02-JUN-26,08-JUN-26,N/A,MAEU1143934,"9,210 kg",KG,"21,200.00",CNY,DDP,IN_TRANSIT,850760
SHP-210779,,VNSGN,MER-DC-US-03,FDXG,RAIL,06-JUN-26,13-JUN-26,N/A,MAEU1143934,"5,908 lb",LB,"10,400.00",USD,DAP,EXCEPTION,853400
SHP-210780,4500087141,KRPUS,Berlin DC Bldg A,FDXG,OCEAN,06-JAN-25,02-FEB-25,05-FEB-25,EGHU1144303,"12,670 kg",KG,"4,100.00",EUR,FCA,DELIVERED,851770
SHP-210781,4500087216,JPNGO,MER-DC-MX-01,EGLV,OCEAN,10-JAN-25,07-FEB-25,11-FEB-25,EGHU1144303,"17,548 lb",LB,"9,800.00",USD,FCA,DELIVERED,851770
SHP-210782,4500087282,CNXMN,MER-DC-NL-01,ONEY,OCEAN,14-JAN-25,12-FEB-25,17-FEB-25,ONEU1144673,"14,780 kg",KG,"9,300.00",EUR,EXW,DELIVERED,853400
SHP-210783,4500087354,TWTPE,MER-DC-US-06,CMDU,AIR,18-JAN-25,23-JAN-25,20-JAN-25,ONEU1144673,"13,110 kg",KG,"21,700.00",EUR,CIF,DELIVERED,852990
SHP-210784,4500087411,CNSHA,MER-DC-JP-01,FDXG,TRUCK,22-JAN-25,28-JAN-25,26-JAN-25,MSKU1145046,"6,530 kg",KG,"17,800.00",USD,DDP,DELIVERED,852990
