BOM_ID,PARENT_MODEL_CODE,PARENT_DESCRIPTION,BOM_LEVEL,COMPONENT_PART_NUMBER,COMPONENT_DESCRIPTION,COMPONENT_CATEGORY,QTY_PER_ASSEMBLY,UOM,REF_DESIGNATOR,APPROVED_SUPPLIER_ID,EFFECTIVE_FROM_DATE,EFFECTIVE_TO_DATE,ECO_NUMBER
BOM-50728,CRRNG,Meridian Core Ring Black,1,CMP-PCB-0124,main logic board assembly 025,PCBA,1,EA,P11,0000123638,2021-09-15,9999-12-31,ECO-2023-0437
BOM-50729,CRRNG,Meridian Core Ring Black,1,CMP-CBL-0129,flex ribbon cable 030,CABLE,8,EA,C12,0000105143,2021-09-15,9999-12-31,ECO-2023-0437
BOM-50730,CRRNG,Meridian Core Ring Black,1,CMP-ENC-0134,machined housing 035,ENCLOSURE,8,EA,E13,0000114048,2021-09-15,9999-12-31,ECO-2023-0438
BOM-50731,CRRNG,Meridian Core Ring Black,1,CMP-DSP-0139,OLED display module 032,DISPLAY,2,EA,D14,0000122953,2021-09-15,9999-12-31,ECO-2023-0438
BOM-50732,CRRNG,Meridian Core Ring Black,1,CMP-ADH-0144,structural adhesive 045,ADHESIVE,4,GR,A15,0000134598,2021-09-15,9999-12-31,ECO-2023-0438
BOM-50733,CRRNG,Meridian Core Ring Black,2,CMP-CAM-0149,camera module 050,CAMERA,2,EA,C16,0000113363,2021-09-15,9999-12-31,ECO-2023-0438
BOM-50734,CRRNG,Meridian Core Ring Black,2,CMP-BAT-0154,Li-ion battery pack 055,BATTERY,1,EA,B17,0000122268,2021-09-15,9999-12-31,ECO-2023-0438
BOM-50735,CRRNG,Meridian Core Ring Black,3,CMP-FST-0159,torx screw 060,FASTENER,11,EA,F18,0000133913,2021-09-15,9999-12-31,ECO-2023-0438
BOM-50736,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-FST-0512,torx screw 413,FASTENER,13,EA,F01,0000127885,2024-06-15,9999-12-31,ECO-2024-0443
BOM-50737,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-PCB-0517,main logic board assembly 418,PCBA,1,EA,P02,0000109390,2024-06-15,9999-12-31,ECO-2024-0443
BOM-50738,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-CAM-0101,camera module 002,CAMERA,4,EA,C03,0000110075,2024-06-15,9999-12-31,ECO-2024-0443
BOM-50739,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-BAT-0106,Li-ion battery pack 007,BATTERY,1,EA,B04,0000118980,2024-06-15,2026-12-31,ECO-2024-0443
BOM-50740,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-FST-0111,torx screw 012,FASTENER,6,EA,F05,0000127885,2024-06-15,9999-12-31,ECO-2024-0443
BOM-50741,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-PCB-0116,main logic board assembly 017,PCBA,4,EA,P06,0000109390,2024-06-15,9999-12-31,ECO-2024-0443
BOM-50742,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-CBL-0121,flex ribbon cable 014,CABLE,1,EA,C07,0000118295,2024-06-15,9999-12-31,ECO-2024-0444
BOM-50743,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-ENC-0126,machined housing 027,ENCLOSURE,4,EA,E08,0000127200,2024-06-15,2026-12-31,ECO-2024-0444
BOM-50744,CRW4P,Meridian Core Watch 4 Pro Black,1,CMP-DSP-0131,OLED display module 032,DISPLAY,1,EA,D09,0000108705,2024-06-15,9999-12-31,ECO-2024-0444
BOM-50745,CRW4P,Meridian Core Watch 4 Pro Black,2,CMP-ADH-0136,structural adhesive 037,ADHESIVE,1,ML,A10,0000117610,2024-06-15,9999-12-31,ECO-2024-0444
BOM-50746,CRW4P,Meridian Core Watch 4 Pro Black,2,CMP-CAM-0141,camera module 042,CAMERA,8,EA,C11,0000126515,2024-06-15,9999-12-31,ECO-2024-0444
BOM-50747,CRW4P,Meridian Core Watch 4 Pro Black,3,CMP-BAT-0146,Li-ion battery pack 047,BATTERY,1,EA,B12,0000108020,2024-06-15,9999-12-31,ECO-2024-0444
BOM-50748,CRKID,Meridian Core Kids Black,1,CMP-PCB-0108,main logic board assembly 009,PCBA,8,EA,P01,0000122542,2021-03-15,9999-12-31,ECO-2025-0450
BOM-50749,CRKID,Meridian Core Kids Black,1,CMP-CBL-0113,flex ribbon cable 014,CABLE,1,EA,C02,0000134187,2021-03-15,9999-12-31,ECO-2025-0450
BOM-50750,CRKID,Meridian Core Kids Black,1,CMP-ENC-0118,machined housing 019,ENCLOSURE,2,EA,E03,0000112952,2021-03-15,9999-12-31,ECO-2025-0450
BOM-50751,CRKID,Meridian Core Kids Black,1,CMP-DSP-0123,OLED display module 024,DISPLAY,1,EA,D04,0000121857,2021-03-15,9999-12-31,ECO-2025-0450
BOM-50752,CRKID,Meridian Core Kids Black,1,CMP-ADH-0128,structural adhesive 029,ADHESIVE,8,ML,A05,,2021-03-15,9999-12-31,ECO-2025-0450
BOM-50753,CRKID,Meridian Core Kids Black,1,CMP-CAM-0133,camera module 034,CAMERA,1,EA,C06,0000112267,2021-03-15,9999-12-31,ECO-2025-0450
BOM-50754,CRKID,Meridian Core Kids Black,1,CMP-BAT-0138,Li-ion battery pack 039,BATTERY,2,EA,B07,0000121172,2021-03-15,9999-12-31,ECO-2025-0451
BOM-50755,CRKID,Meridian Core Kids Black,1,CMP-FST-0143,torx screw 044,FASTENER,9,EA,F08,0000132817,2021-03-15,9999-12-31,ECO-2025-0451
BOM-50756,CRKID,Meridian Core Kids Black,1,CMP-PCB-0148,main logic board assembly 041,PCBA,4,EA,P09,0000111582,2021-03-15,9999-12-31,ECO-2025-0451
BOM-50757,CRKID,Meridian Core Kids Black,1,CMP-CBL-0153,flex ribbon cable 054,CABLE,2,EA,C10,0000120487,2021-03-15,9999-12-31,ECO-2025-0451
BOM-50758,CRKID,Meridian Core Kids Black,2,CMP-ENC-0158,machined housing 059,ENCLOSURE,1,EA,E11,0000132132,2021-03-15,9999-12-31,ECO-2025-0451
BOM-50759,CRKID,Meridian Core Kids Black,3,CMP-DSP-0163,OLED display module 064,DISPLAY,1,EA,D12,0000110897,2021-03-15,9999-12-31,ECO-2025-0451
BOM-50760,CRKID,Meridian Core Kids Black,2,CMP-ADH-0168,structural adhesive 069,ADHESIVE,1,GR,A13,0000119802,2021-03-15,9999-12-31,ECO-2025-0452
BOM-50761,CRSNS,Meridian Core Sense Black,1,CMP-CAM-0125,camera module 026,CAMERA,1,EA,C01,0000125419,2024-07-15,9999-12-31,ECO-2026-0457
BOM-50762,CRSNS,Meridian Core Sense Black,1,CMP-BAT-0130,Li-ion battery pack 023,BATTERY,1,EA,B02,0000106924,2024-07-15,9999-12-31,ECO-2026-0457
BOM-50763,CRSNS,Meridian Core Sense Black,1,CMP-FST-0135,torx screw 036,FASTENER,7,EA,F03,0000115829,2024-07-15,9999-12-31,ECO-2026-0457
BOM-50764,CRSNS,Meridian Core Sense Black,1,CMP-PCB-0140,main logic board assembly 041,PCBA,1,EA,P04,0000124734,2024-07-15,9999-12-31,ECO-2026-0457
BOM-50765,CRSNS,Meridian Core Sense Black,1,CMP-CBL-0145,flex ribbon cable 046,CABLE,1,EA,C05,0000106239,2024-07-15,9999-12-31,ECO-2026-0457
BOM-50766,CRSNS,Meridian Core Sense Black,1,CMP-ENC-0150,machined housing 051,ENCLOSURE,1,EA,E06,0000115144,2024-07-15,9999-12-31,ECO-2026-0457
BOM-50767,CRSNS,Meridian Core Sense Black,1,CMP-DSP-0155,OLED display module 056,DISPLAY,8,EA,D07,0000124049,2024-07-15,9999-12-31,ECO-2026-0458
BOM-50768,CRSNS,Meridian Core Sense Black,1,CMP-ADH-0160,structural adhesive 061,ADHESIVE,4,ML,A08,0000105554,2024-07-15,9999-12-31,ECO-2026-0458
BOM-50769,CRSNS,Meridian Core Sense Black,1,CMP-CAM-0165,camera module 066,CAMERA,2,EA,C09,0000114459,2024-07-15,9999-12-31,ECO-2026-0458
BOM-50770,CRSNS,Meridian Core Sense Black,1,CMP-BAT-0170,Li-ion battery pack 071,BATTERY,1,EA,B10,0000123364,2024-07-15,9999-12-31,ECO-2026-0458
BOM-50771,CRSNS,Meridian Core Sense Black,1,CMP-FST-0175,torx screw 068,FASTENER,13,EA,F11,0000104869,2024-07-15,9999-12-31,ECO-2026-0458
BOM-50772,CRSNS,Meridian Core Sense Black,3,CMP-PCB-0180,main logic board assembly 081,PCBA,4,EA,P12,0000113774,2024-07-15,2026-12-31,ECO-2026-0458
BOM-50773,CRSNS,Meridian Core Sense Black,2,CMP-CBL-0185,flex ribbon cable 086,CABLE,4,EA,C13,0000122679,2024-07-15,9999-12-31,ECO-2026-0459
BOM-50774,CRSNS,Meridian Core Sense Black,2,CMP-ENC-0190,machined housing 091,ENCLOSURE,1,EA,E14,0000134324,2024-07-15,9999-12-31,ECO-2026-0459
BOM-50775,NOVA1,Program NOVA1,1,CMP-ENC-0142,machined housing 043,ENCLOSURE,8,EA,E01,0000128296,2026-09-01,9999-12-31,ECO-2023-0464
BOM-50776,NOVA1,Program NOVA1,1,CMP-DSP-0147,OLED display module 048,DISPLAY,1,EA,D02,0000109801,2026-09-01,9999-12-31,ECO-2023-0464
BOM-50777,NOVA1,Program NOVA1,1,CMP-ADH-0152,structural adhesive 053,ADHESIVE,2,ML,A03,0000118706,2026-09-01,2026-12-31,ECO-2023-0464
BOM-50778,NOVA1,Program NOVA1,1,CMP-CAM-0157,camera module 050,CAMERA,1,EA,C04,0000127611,2026-09-01,9999-12-31,ECO-2023-0464
BOM-50779,NOVA1,Program NOVA1,1,CMP-BAT-0162,Li-ion battery pack 063,BATTERY,1,EA,B05,0000109116,2026-09-01,9999-12-31,ECO-2023-0464
BOM-50780,NOVA1,Program NOVA1,1,CMP-FST-0167,torx screw 068,FASTENER,7,EA,F06,0000118021,2026-09-01,9999-12-31,ECO-2023-0464
BOM-50781,NOVA1,Program NOVA1,1,CMP-PCB-0172,main logic board assembly 073,PCBA,4,EA,P07,0000126926,2026-09-01,9999-12-31,ECO-2023-0465
BOM-50782,NOVA1,Program NOVA1,1,CMP-CBL-0177,flex ribbon cable 078,CABLE,1,EA,C08,0000108431,2026-09-01,9999-12-31,ECO-2023-0465
BOM-50783,NOVA1,Program NOVA1,1,CMP-ENC-0182,machined housing 083,ENCLOSURE,2,EA,E09,0000117336,2026-09-01,9999-12-31,ECO-2023-0465
BOM-50784,NOVA1,Program NOVA1,1,CMP-DSP-0187,OLED display module 088,DISPLAY,4,EA,D10,0000126241,2026-09-01,9999-12-31,ECO-2023-0465
BOM-50785,NOVA1,Program NOVA1,1,CMP-ADH-0192,structural adhesive 093,ADHESIVE,8,GR,A11,0000107746,2026-09-01,2026-12-31,ECO-2023-0465
BOM-50786,NOVA1,Program NOVA1,1,CMP-CAM-0197,camera module 098,CAMERA,8,EA,C12,0000116651,2026-09-01,2026-12-31,ECO-2023-0465
BOM-50787,NOVA1,Program NOVA1,2,CMP-BAT-0202,Li-ion battery pack 095,BATTERY,4,EA,B13,0000125556,2026-09-01,9999-12-31,ECO-2023-0466
BOM-50788,NOVA1,Program NOVA1,2,CMP-FST-0207,torx screw 108,FASTENER,9,EA,F14,0000107061,2026-09-01,9999-12-31,ECO-2023-0466
BOM-50789,NOVA1,Program NOVA1,3,CMP-PCB-0212,main logic board assembly 113,PCBA,8,EA,P15,0000115966,2026-09-01,9999-12-31,ECO-2023-0466
BOM-50790,NOVA2,Program NOVA2,1,CMP-FST-0159,torx screw 060,FASTENER,12,EA,F01,0000133913,2026-09-01,9999-12-31,ECO-2024-0471
BOM-50791,NOVA2,Program NOVA2,1,CMP-PCB-0164,main logic board assembly 065,PCBA,1,EA,P02,0000112678,2026-09-01,2026-12-31,ECO-2024-0471
BOM-50792,NOVA2,Program NOVA2,1,CMP-CBL-0169,flex ribbon cable 070,CABLE,4,EA,C03,0000121583,2026-09-01,2026-12-31,ECO-2024-0471
BOM-50793,NOVA2,Program NOVA2,1,CMP-ENC-0174,machined housing 075,ENCLOSURE,4,EA,E04,0000133228,2026-09-01,9999-12-31,ECO-2024-0471
BOM-50794,NOVA2,Program NOVA2,1,CMP-DSP-0179,OLED display module 080,DISPLAY,8,EA,D05,0000111993,2026-09-01,9999-12-31,ECO-2024-0471
BOM-50795,NOVA2,Program NOVA2,1,CMP-ADH-0184,structural adhesive 077,ADHESIVE,1,GR,A06,0000120898,2026-09-01,9999-12-31,ECO-2024-0471
BOM-50796,NOVA2,Program NOVA2,1,CMP-CAM-0189,camera module 090,CAMERA,1,EA,C07,0000132543,2026-09-01,9999-12-31,ECO-2024-0472
BOM-50797,NOVA2,Program NOVA2,1,CMP-BAT-0194,Li-ion battery pack 095,BATTERY,1,EA,B08,0000111308,2026-09-01,9999-12-31,ECO-2024-0472
BOM-50798,NOVA2,Program NOVA2,1,CMP-FST-0199,torx screw 100,FASTENER,7,EA,F09,0000120213,2026-09-01,9999-12-31,ECO-2024-0472
BOM-50799,NOVA2,Program NOVA2,1,CMP-PCB-0204,main logic board assembly 105,PCBA,8,EA,P10,0000131858,2026-09-01,9999-12-31,ECO-2024-0472
BOM-50800,NOVA2,Program NOVA2,1,CMP-CBL-0209,flex ribbon cable 110,CABLE,8,EA,C11,0000110623,2026-09-01,9999-12-31,ECO-2024-0472
BOM-50801,NOVA2,Program NOVA2,1,CMP-ENC-0214,machined housing 115,ENCLOSURE,1,EA,E12,0000119528,2026-09-01,9999-12-31,ECO-2024-0472
BOM-50802,NOVA2,Program NOVA2,1,CMP-DSP-0219,OLED display module 120,DISPLAY,1,EA,D13,0000128433,2026-09-01,9999-12-31,ECO-2024-0473
BOM-50803,NOVA2,Program NOVA2,2,CMP-ADH-0224,structural adhesive 125,ADHESIVE,8,GR,A14,0000109938,2026-09-01,9999-12-31,ECO-2024-0473
BOM-50804,NOVA2,Program NOVA2,3,CMP-CAM-0229,camera module 122,CAMERA,2,EA,C15,0000118843,2026-09-01,9999-12-31,ECO-2024-0473
BOM-50805,NOVA2,Program NOVA2,2,CMP-BAT-0234,Li-ion battery pack 135,BATTERY,4,EA,B16,0000127748,2026-09-01,9999-12-31,ECO-2024-0473
BOM-50806,VEGA1,Program VEGA1,1,CMP-ADH-0176,structural adhesive 077,ADHESIVE,8,GR,A01,0000106650,2026-09-01,9999-12-31,ECO-2025-0478
BOM-50807,VEGA1,Program VEGA1,1,CMP-CAM-0181,camera module 082,CAMERA,4,EA,C02,0000115555,2026-09-01,9999-12-31,ECO-2025-0478
BOM-50808,VEGA1,Program VEGA1,1,CMP-BAT-0186,Li-ion battery pack 087,BATTERY,8,EA,B03,0000124460,2026-09-01,9999-12-31,ECO-2025-0478
BOM-50809,VEGA1,Program VEGA1,1,CMP-FST-0191,torx screw 092,FASTENER,13,EA,F04,0000105965,2026-09-01,9999-12-31,ECO-2025-0478
BOM-50810,VEGA1,Program VEGA1,1,CMP-PCB-0196,main logic board assembly 097,PCBA,2,EA,P05,0000114870,2026-09-01,9999-12-31,ECO-2025-0478
BOM-50811,VEGA1,Program VEGA1,1,CMP-CBL-0201,flex ribbon cable 102,CABLE,2,EA,C06,0000123775,2026-09-01,9999-12-31,ECO-2025-0478
BOM-50812,VEGA1,Program VEGA1,1,CMP-ENC-0206,machined housing 107,ENCLOSURE,8,EA,E07,0000105280,2026-09-01,9999-12-31,ECO-2025-0479
BOM-50813,VEGA1,Program VEGA1,1,CMP-DSP-0211,OLED display module 104,DISPLAY,1,EA,D08,0000114185,2026-09-01,9999-12-31,ECO-2025-0479
BOM-50814,VEGA1,Program VEGA1,1,CMP-ADH-0216,structural adhesive 117,ADHESIVE,4,GR,A09,0000123090,2026-09-01,9999-12-31,ECO-2025-0479
BOM-50815,VEGA1,Program VEGA1,1,CMP-CAM-0221,camera module 122,CAMERA,4,EA,C10,0000134735,2026-09-01,9999-12-31,ECO-2025-0479
BOM-50816,VEGA1,Program VEGA1,1,CMP-BAT-0226,Li-ion battery pack 127,BATTERY,4,EA,B11,0000113500,2026-09-01,9999-12-31,ECO-2025-0479
BOM-50817,VEGA1,Program VEGA1,1,CMP-FST-0231,torx screw 132,FASTENER,7,EA,F12,0000122405,2026-09-01,9999-12-31,ECO-2025-0479
BOM-50818,VEGA1,Program VEGA1,1,CMP-PCB-0236,main logic board assembly 137,PCBA,8,EA,P13,,2026-09-01,9999-12-31,ECO-2025-0480
BOM-50819,VEGA1,Program VEGA1,1,CMP-CBL-0241,flex ribbon cable 142,CABLE,8,EA,C14,0000112815,2026-09-01,9999-12-31,ECO-2025-0480
BOM-50820,VEGA1,Program VEGA1,3,CMP-ENC-0246,machined housing 147,ENCLOSURE,8,EA,E15,0000121720,2026-09-01,9999-12-31,ECO-2025-0480
BOM-50821,VEGA1,Program VEGA1,2,CMP-DSP-0251,OLED display module 152,DISPLAY,8,EA,D16,0000133365,2026-09-01,9999-12-31,ECO-2025-0480
BOM-50822,VEGA1,Program VEGA1,2,CMP-ADH-0256,structural adhesive 149,ADHESIVE,1,GR,A17,0000112130,2026-09-01,9999-12-31,ECO-2025-0480
BOM-50823,VEGA2,Program VEGA2,1,CMP-CBL-0193,flex ribbon cable 086,CABLE,2,EA,C01,0000109527,2026-09-01,9999-12-31,ECO-2026-0485
BOM-50824,VEGA2,Program VEGA2,1,CMP-ENC-0198,machined housing 099,ENCLOSURE,8,EA,E02,0000118432,2026-09-01,9999-12-31,ECO-2026-0485
BOM-50825,VEGA2,Program VEGA2,1,CMP-DSP-0203,OLED display module 104,DISPLAY,2,EA,D03,0000127337,2026-09-01,9999-12-31,ECO-2026-0485
BOM-50826,VEGA2,Program VEGA2,1,CMP-ADH-0208,structural adhesive 109,ADHESIVE,4,ML,A04,0000108842,2026-09-01,9999-12-31,ECO-2026-0485
BOM-50827,VEGA2,Program VEGA2,1,CMP-CAM-0213,camera module 114,CAMERA,8,EA,C05,0000117747,2026-09-01,9999-12-31,ECO-2026-0485
BOM-50828,VEGA2,Program VEGA2,1,CMP-BAT-0218,Li-ion battery pack 119,BATTERY,8,EA,B06,0000126652,2026-09-01,9999-12-31,ECO-2026-0485
BOM-50829,VEGA2,Program VEGA2,1,CMP-FST-0223,torx screw 124,FASTENER,7,EA,F07,0000108157,2026-09-01,9999-12-31,ECO-2026-0486
BOM-50830,VEGA2,Program VEGA2,1,CMP-PCB-0228,main logic board assembly 129,PCBA,1,EA,P08,0000117062,2026-09-01,9999-12-31,ECO-2026-0486
BOM-50831,VEGA2,Program VEGA2,1,CMP-CBL-0233,flex ribbon cable 134,CABLE,8,EA,C09,0000125967,2026-09-01,9999-12-31,ECO-2026-0486
BOM-50832,VEGA2,Program VEGA2,1,CMP-ENC-0238,machined housing 131,ENCLOSURE,2,EA,E10,0000107472,2026-09-01,9999-12-31,ECO-2026-0486
BOM-50833,VEGA2,Program VEGA2,1,CMP-DSP-0243,OLED display module 144,DISPLAY,4,EA,D11,0000116377,2026-09-01,9999-12-31,ECO-2026-0486
BOM-50834,VEGA2,Program VEGA2,1,CMP-ADH-0248,structural adhesive 149,ADHESIVE,1,GR,A12,0000125282,2026-09-01,9999-12-31,ECO-2026-0486
BOM-50835,VEGA2,Program VEGA2,1,CMP-CAM-0253,camera module 154,CAMERA,1,EA,C13,0000106787,2026-09-01,9999-12-31,ECO-2026-0487
BOM-50836,VEGA2,Program VEGA2,1,CMP-BAT-0258,Li-ion battery pack 159,BATTERY,8,EA,B14,0000115692,2026-09-01,9999-12-31,ECO-2026-0487
BOM-50837,VEGA2,Program VEGA2,1,CMP-FST-0263,torx screw 164,FASTENER,14,EA,F15,0000124597,2026-09-01,9999-12-31,ECO-2026-0487
BOM-50838,VEGA2,Program VEGA2,2,CMP-PCB-0268,main logic board assembly 169,PCBA,2,EA,P16,0000106102,2026-09-01,9999-12-31,ECO-2026-0487
BOM-50839,VEGA2,Program VEGA2,2,CMP-CBL-0273,flex ribbon cable 174,CABLE,4,EA,C17,0000115007,2026-09-01,9999-12-31,ECO-2026-0487
BOM-50840,VEGA2,Program VEGA2,3,CMP-ENC-0278,machined housing 179,ENCLOSURE,1,EA,E18,0000123912,2026-09-01,9999-12-31,ECO-2026-0487
